+------------+--------------------+--------------------+--------------------------+---------------------+-----------------------------+---------------------------+
| Run Number | Disk.mdot(msol/yr) | Wind.mdot(msol/yr) | KWD.d(in_units_of_rstar) | KWD.mdot_r_exponent | KWD.acceleration_length(cm) | KWD.acceleration_exponent |
|    223     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    224     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    225     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    226     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    227     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    228     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    229     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    230     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    231     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    232     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    233     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    234     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    235     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    236     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    237     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    238     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    239     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    240     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    241     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    242     |     3.000e-09      |     9.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    243     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    244     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    245     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    246     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    247     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    248     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    249     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    250     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    251     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    252     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    253     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    254     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    255     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    256     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    257     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    258     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    259     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    260     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    261     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    262     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    263     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    264     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    265     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    266     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    267     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    268     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    269     |     1.000e-08      |     3.000e-10      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    270     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    271     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    272     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    273     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    274     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    275     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    276     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    277     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    278     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    279     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    280     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    281     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    282     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    283     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    284     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    285     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    286     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    287     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    288     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    289     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    290     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    291     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    292     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    293     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    294     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    295     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    296     |     1.000e-08      |     3.000e-10      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    297     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    298     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    299     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    300     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    301     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    302     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    303     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    304     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    305     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    306     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    307     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    308     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    309     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    310     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    311     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    312     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    313     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    314     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    315     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    316     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    317     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    318     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    319     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    320     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    321     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    322     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    323     |     1.000e-08      |     3.000e-10      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    324     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    325     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    326     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    327     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    328     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    329     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    330     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    331     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    332     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    333     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    334     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    335     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    336     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    337     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    338     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    339     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    340     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    341     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    342     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    343     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    344     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    345     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    346     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    347     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    348     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    349     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    350     |     1.000e-08      |     1.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    351     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    352     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    353     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    354     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    355     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    356     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    357     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    358     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    359     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    360     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    361     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    362     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    363     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    364     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    365     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    366     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    367     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    368     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    369     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    370     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    371     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    372     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    373     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    374     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    375     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    376     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    377     |     1.000e-08      |     1.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    378     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    379     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    380     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    381     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    382     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    383     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    384     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    385     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    386     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    387     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    388     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    389     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    390     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    391     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    392     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    393     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    394     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    395     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    396     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    397     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    398     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    399     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    400     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    401     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    402     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    403     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    404     |     1.000e-08      |     1.000e-09      |        5.500e+01         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    405     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    406     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    407     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    408     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    409     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    410     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    411     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    412     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    413     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    414     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    415     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    416     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    417     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    418     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    419     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    420     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    421     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    422     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    423     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    424     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    425     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    426     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
|    427     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         1.500e+00         |
|    428     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+09          |         4.500e+00         |
|    429     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         5.000e-01         |
|    430     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         1.500e+00         |
|    431     |     1.000e-08      |     3.000e-09      |        5.500e-01         |      1.000e+00      |          7.252e+10          |         4.500e+00         |
|    432     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         5.000e-01         |
|    433     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         1.500e+00         |
|    434     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+08          |         4.500e+00         |
|    435     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         5.000e-01         |
|    436     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         1.500e+00         |
|    437     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+09          |         4.500e+00         |
|    438     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         5.000e-01         |
|    439     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         1.500e+00         |
|    440     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      0.000e+00      |          7.252e+10          |         4.500e+00         |
|    441     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         5.000e-01         |
|    442     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         1.500e+00         |
|    443     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+08          |         4.500e+00         |
|    444     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         5.000e-01         |
|    445     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         1.500e+00         |
|    446     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+09          |         4.500e+00         |
|    447     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         5.000e-01         |
|    448     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         1.500e+00         |
|    449     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      2.500e-01      |          7.252e+10          |         4.500e+00         |
|    450     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         5.000e-01         |
|    451     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         1.500e+00         |
|    452     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+08          |         4.500e+00         |
|    453     |     1.000e-08      |     3.000e-09      |        5.500e+00         |      1.000e+00      |          7.252e+09          |         5.000e-01         |
